id,name,symbol,rank,Tags
3794,Cosmos Hub,ATOM,53,COSMOS
11840,Optimism,OP,54,"ETH,L2"
10804,FLOKI,FLOKI,55,"SOL,Meme,Dog"
4157,THORChain,RUNE,56,"RUNE,COSMOS"
23149,Sei,SEI,57,"SEI,COSMOS,ETH"
6719,The Graph,GRT,58,"Data,AI,Grayscale"
30171,Ethena,ENA,60,"DeFi,ETH,RWA,Stablecoin"
29210,Jupiter,JUP,61,"SOL,DEX,Aggregator"
29160,HTX DAO,HTX,62,"CEX,HTX,JustinSun"
28177,Pyth Network,PYTH,63,"SOL,Oracle"
13502,Worldcoin,WLD,64,"AI,SamAltman,OpenAI"
28782,PopCat,POPCat,65,"SOL,Meme,Cat"
33788,Peanut the Squirrel,PNUT,66,"SOL,Meme,Politics"
1518,Maker,MKR,67,"ETH,Stablecoin,RWA,DeFi,Grayscale"
2416,Theta Network,THETA,68,"DePIN,Storage,Computing,AI"
2087,KuCoin,KCS,69,"CEX,Kucoin"
6536,MANTRA,OM,70,RWA
4269,Gate,GT,71,"CEX,Gate.io"
4030,Algorand,ALGO,72,SEC
21159,Ondo,ONDO,73,"RWA,BlackRock"
8526,Raydium,RAY,74,"SOL,DeFi,DEX,Meme"
5632,Arweave,AR,75,"Storage,AO,DePIN"
29743,Brett,BRETT,76,"Base,Meme"
3602,Bitcoin SV,BSV,77,"PoW,BTC"
28298,Beam,BEAM,78,GameFi
22615,Fasttoken,FTN,79,ETH
5665,Helium,HNT,80,"DePIN,Energy,IoT,Mobile"
7080,GALA,GALA,81,"GameFi,Metaverse,NFT"
8000,Lido DAO,LDO,82,"ETH,Staking,Grayscale"
32521,Neiro,NEIRO,83,"Dog,Meme,ETH"
16086,BitTorrent,BTT,84,"JustinSun,Storage"
22691,Starknet,STRK,85,"ETH,STRK,ZK"
8425,JasmyCoin,JASMY,86,"Japan,IoT,Data"
29270,Aerodrome Finance,AERO,87,"DEX,Perpetual,Base"
4558,Flow,FLOW,88,"GameFi,Metaverse,NFT"
3155,Quant,QNT,89,QNT
9481,Pendle,PENDLE,91,"IRS,DeFi,Staking,RWA"
23254,Core,CORE,92,BTC
33440,Goatseus Maximus,GOAT,93,"AI,Meme,SOL"
9104,AIOZ Network,AIOZ,94,"AI,DePIN"
1765,EOS,EOS,95,EOS
30126,Cat in a dogs world,MEW,96,"Meme,Cat,SOL"
28324,dYdX,DYDX,97,"Perpetual,Prediction,DeFi,COSMOS"
25028,ORDI,ORDI,98,"BRC20,BTC"
6892,MultiversX,EGLD,99,EGLD
6783,Axie Infinity,AXS,100,"GameFi,NFT"
7950,Flare,FLR,101,FLR
1376,NEO,NEO,102,"NEO,China"
18876,ApeCoin,APE,103,NFT
7431,Akash Network,AKT,104,"Computing,DePIN,AI"
10791,eCash,XEC,105,"BTC,PoW,Privacy,AVAX"
19891,USDD,USDD,106,
2694,NEXO,NEXO,107,"SEC,Business"
28850,Notcoin,NOT,108,"Meme,TON,GameFi"
8646,Mina Protocol,MINA,109,ZK
2011,Tezos,XTZ,110,XTZ
32880,Kaia,KAIA,111,"SocialFi,Line"
32956,Grass,GRASS,112,"Computing,DePIN,Data"
6210,The Sandbox,SAND,113,"Metaverse,GameFi,NFT"
27659,Mog Coin,MOG,114,"Cat,Meme,SOL"
7334,Conflux,CFX,115,"CFX,China,HK,PoW"
1659,Gnosis,GNO,116,"DeFi,Prediction,Payment"
5176,Tether Gold,XAUT,117,"RWA,Gold"
6952,Frax,FRAX,118,Stablecoin
33566,Act I : The AI Prophecy,ACT,119,"AI,Meme,SOL"
23054,Cheelee,CHEEL,120,"GameFi,BNB"
29587,Wormhole,W,121,Bridge
1966,Decentraland,MANA,122,"Metaverse,GameFi,NFT,Grayscale"
29870,BOOK OF MEME,BOME,124,"Meme,Pepe,SOL"
27565,Arkham,ARKM,125,"AI,SamAltman"
8290,SuperVerse,SUPER,126,"GameFi,Metaverse,NFT"
28081,SPX6900,SPX,127,"Meme,SOL"
1437,Zcash,ZEC,128,"PoW,Privacy,Grayscale"
4195,FTX,FTT,129,"CEX,FTX,SBF"
17799,Axelar,AXL,130,Bridge
4066,Chiliz,CHZ,131,"Sports,Fans,NFT"
1.73E+12,Fwog,FWOG,132,"Meme,SOL"
4948,Nervos Network,CKB,133,"BTC,PoW"
13855,Ethereum Name Service,ENS,134,"ETH,DID"
24911,Turbo,TURBO,135,"Meme,AI,SOL"
24091,ZKsync,ZK,136,ZK
24835,PepeCoin,PEPECOIN,137,"PEPE,ETH,Meme"
3987,Beldex,BDX,138,Privacy
4172,Terra Luna Classic,LUNC,139,"Terra,DoKwon"
21585,Safe,SAFE,140,"Payment,GNO"
14101,Ronin,RON,141,"GameFi,Metaverse,NFT"
7186,PancakeSwap,CAKE,142,"BNB,BN,DEX"
7653,Oasis,ROSE,143,Privacy
4705,PAX Gold,PAXG,144,"RWA,Gold"
28194,SATS,SATS,146,"BRC20,BTC"
26873,CorgiAI,CORGIAI,147,AI
2586,Synthetix Network,SNX,148,"Perpetual,DEX,RWA,Grayscale"
7326,DeXe,DEXE,150,DAO
1720,IOTA,IOTA,151,"DePIN,IoT,PoW"
23121,Blur,BLUR,152,NFT
30494,Eigenlayer,EIGEN,153,"Staking,ETH"
2634,XDC Network,XDC,154,"Business,RWA"
9816,APENFT,NFT,155,NFT
23711,Echelon Prime,PRIME,156,"GameFi,AI"
32778,Department Of Government Efficiency,DOGE,157,"Doge,Musk,Politics,Meme"
2083,Bitcoin Gold,BTG,159,BTC
7501,WOO,WOO,160,"DeFi,DEX"
30063,Gigachad,GIGA,161,"Meme,SOL"
12885,Astar,ASTR,162,"L1,Sonic,Japan,DOT"
4846,Kava,KAVA,163,COSMOS
5964,Trust Wallet,TWT,164,"BSC,Wallet"
5692,Compound,COMP,165,"DeFi,Lending,ONE"
18069,GMT,GMT,166,"Sports,GameFi,NFT"
29599,USDB,USDB,167,
3822,Theta Fuel,TFUEL,168,"DePIN,AI,THETA"
30933,DOG•GO•TO•THE•MOON,DOG,169,"Runes,BTC,Meme"
26997,LayerZero,ZRO,170,ZK
10407,Baby Doge Coin,BABYDOGE,171,"Dog,Meme,ETH"
28301,Memecoin,MEME,172,Meme
3640,Livepeer,LPT,173,"DePIN,AI,ONE,Grayscale"
29420,Virtuals Protocol,VIRTUAL,174,"AI,Meme,Base"
2777,IoTeX,IOTX,175,"DePIN,Modular"
21296,EthereumPoW,ETHW,176,"PoW,ETH"
28541,Jito,JTO,177,"SOL,Staking"
8104,1inch,1INCH,178,"Aggregator,ETH,DEX"
21259,ZetaChain,ZETA,179,ZETA
3964,Reserve Rights,RSR,180,"Stablecoin,RWA"
5567,Celo,CELO,181,"ETH,CELO,Payment"
6538,Curve DAO,CRV,182,"DEX,DeFi"
2682,Holo,HOT,183,"DePIN,Storage"
28932,Dymension,DYM,184,"COSMOS,Modular,Rollup"
27960,Non-Playable Coin,NPC,185,"Meme,ETH"
6945,Amp,AMP,186,"Payment,SEC"
1455,Golem,GLM,187,"AI,DePIN,Computing"
31278,Drift Protocol,DRIFT,188,"Prediction,SOL,Perpetual,"
29814,Ether.fi,ETHFI,189,"Staking,ETH"
8119,SafePal,SFP,190,Wallet
12220,Osmosis,OSMO,191,"COSMOS,DEX"
5049,Verus,VRSC,192,ZK
32698,Dogs,DOGS,193,"Dog,Meme,TON"
2469,Zilliqa,ZIL,194,"ZIL,PoW"
30008,Apu Apustaja,APU,195,"ETH,Meme,Pepe"
16612,Nosana,NOS,196,"Solana,Computing,DePIN"
32193,ALEO,ALEO,197,"Computing,DePIN"
7548,WEMIX,WEMIX,198,GameFi
5488,JUST,JST,199,"Lending,TRX,JustinSun"
30096,Degen,DEGEN,200,"Base,Meme"
131,Dash,DASH,201,"Privacy,PoW"
29676,Aevo,AEVO,202,"Perpetual,DEX"
14806,ConstitutionDAO,PEOPLE,203,"Meme,DAO,ETH,Politics"
1896,0x Protocol,ZRX,204,"ZK,ZRX"
3783,Ankr Network,ANKR,205,"Computing,PoW,Staking"
13631,Manta Network,MANTA,206,"ZK,DOT"
2467,OriginTrail,TRAC,208,"AI,RWA"
5034,Kusama,KSM,209,DOT
21870,Metaplex,MPLX,210,"GameFi,NFT"
1042,Siacoin,SC,211,"Storage,DePIN,PoW"
33093,Moo Deng (SOL),MOODENG,212,"Meme,SOL"
8536,Mask Network,MASK,213,SocialFi
9640,Metis,METIS,214,"Rollup,ZK"
2577,Ravencoin,RVN,215,PoW
20362,Polymesh,POLYX,216,RWA
2130,Enjin Coin,ENJ,217,"GameFi,NFT"
8534,CHEX Token,CHEX,218,RWA
1697,Basic Attention,BAT,219,"DeFi,Lending,Grayscale"
1785,Gas,GAS,220,NEO
33320,PUPS•WORLD•PEACE,PUPS,221,Meme
2299,aelf,ELF,222,AI
29835,io.net,IO,223,"Computing,DePIN,AI"
4041,MX,MX,224,CEX
1684,Qtum,QTUM,225,QTUM
32195,Hamster Kombat,HMSTR,226,"TON,Meme,GameFi"
2941,CoinEx,CET,227,CEX
11857,GMX,GMX,228,"DEX,Perpetual"
29150,PONKE,PONKE,229,"SOL,Meme,Pepe"
20314,Terra,LUNA,230,"Terra,DoKwon"
29073,AltLayer,ALT,231,"Staking,Modular,Rollup"
27533,Osaka Protocol,OSAK,233,DeFi
30083,Aethir,ATH,234,"DePIN,Computing"
17751,Threshold Network,T,235,T
8719,Illuvium,ILV,236,"GameFi,Metaverse"
24007,Delysium,AGI,237,"AI,GameFi"
9417,Maple,MPL,238,"RWA,Lending"
25114,Cetus Protocol,CETUS,239,"Move,APT,SUI,DEX"
1.73E+12,Galxe,GAL,240,"SocialFi,NFT,DID"
33108,X Empire,X,241,GameFi
30943,michi,MICHI,242,"SOL,Meme,Cat"
9543,Biconomy,BICO,243,Abstraction
15271,Rollbit Coin,RLB,244,"Sports,GambleFi"
20734,Moonwell,WELL,245,"Lending,Base,DeFi"
32724,Simon's Cat,Cat,246,"Meme,Cat,BSC"
2943,Rocket Pool,RPL,247,"ETH,Staking"
22850,Hivemapper,HONEY,248,"DePIN,Traffic"
1168,Decred,DCR,249,"Privacy,PoW"
29169,Qubic,QUBIC,250,"AI,PoW"
14519,VVS Finance,VVS,251,"DeFi,DEX"
3029,Flux,FLUX,252,"AI,DePIN,PoW"
32120,Gravity,G,253,DID
33258,sudeng,HIPPO,254,"SUI,Meme"
5864,yearn.finance,YFI,255,Aggregator
10529,Sun Token,SUN,257,"JustinSun,DEX"
30285,MUMU THE BULL,MUMU,258,"SOL,Meme,Bull"
4279,Solar,SXP,259,"Business,ONE"
5617,UMA,UMA,260,DeFi
32376,Avail,AVAIL,261,"Modular,DA"
25220,HarryPotterObamaSonic10Inu,BITCOIN,262,Meme
23635,BinaryX,BNX,263,"GameFi,NFT"
5691,SKALE,SKL,264,Modular
28066,Banana Gun,BANANA,265,"TON,Meme,Bot"
30372,Saga,SAGA,267,"SAGA,Modular"
28480,Blast,BLAST,268,"BTC,Staking"
9258,Chia,XCH,269,XCH
32754,RabBitcoin,RBTC,270,BTC
10688,Yield Guild Games,YGG,271,GameFi
5198,Creditcoin,CTC,272,DeFi
2499,SwissBorg,BORG,273,DAO
33597,Fartcoin,FARTCOIN,274,"Solana,AI,Meme"
2394,Telcoin,TEL,275,DeFi
30986,Kamino,KMNO,276,"SOL,Lending"
28230,Big Time,BIGTIME,277,GameFi
29879,ANDY ETH,ANDY,278,"Pepe,ETH"
4944,Tellor Tributes,TRB,279,"Zhuang,Business,Oracle,PoW"
7737,API3,API3,280,Oracle
3992,COTI,COTI,281,"ADA,SEC,Payment"
2566,Ontology,ONT,282,"ONT,PoW"
33694,Luce,LUCE,283,"Meme,SOL"
33391,DeepBook,DEEP,284,"SUI,MOVE,DEX"
21846,SPACE ID,ID,285,DID
5647,Kadena,KDA,286,PoW
6953,Frax Share,FXS,287,"Stablecoin,Staking"
4679,Band Protocol,BAND,288,"Oracle,Business"
1934,Loopring,LRC,289,"DeFi,ZK,DEX"
11165,Orca,ORCA,290,"SOL,DEX,DeFi"
32717,Sundog,SUNDOG,291,"Meme,Dog,JustinSun"
9260,Zignaly,ZIG,292,"AI,BNB,COSMOS"
31921,RETARDIO,RETARDIO,293,"NFT,SOL,Meme,Murad"
11568,Adventure Gold,AGLD,294,"NFT,GameFi"
11948,Radix,XRD,295,XRD
12573,Clearpool,CPOOL,296,"RWA,Lending,Base"
3945,Harmony,ONE,297,ONE
32856,Mr. Mint,MNT,298,MNT
7455,Audius,AUDIO,299,"SOL,Music,NFT"
10180,Gomining Token,GOMINING,300,"BTC,PoW"
6836,Moonbeam,GLMR,301,DOT
9903,Convex Finance,CVX,302,"ETH,Staking"
28933,Xai,XAI,303,GameFi
30712,Merlin Chain,MERL,304,"BTC,Staking"
873,NEM,XEM,305,XEM
19091,H2O Dao,H2O,306,DAO
6748,Centrifuge,CFG,307,"DeFi,RWA"
32925,Spectral,SPEC,308,AI
3911,Ocean Protocol,OCEAN,309,AI
1214,Lisk,LSK,310,LSK
30584,BasedAI,BASEDAI,311,"ZK,AI"
3978,Chromia,CHR,312,"Modular,NFT,RWA"
2099,ICON,ICX,313,CrossChain
3012,VeThor,VTHO,314,VET
6758,Sushi,SUSHI,316,"DEX,ETH"
22620,Across Protocol,ACX,317,CrossChain
4056,Ampleforth,AMPL,318,Payment
22059,Venom,VENOM,319,VENOM
29335,Pixels,PIXEL,320,"GameFi,RON"
23355,0x0.ai: AI Smart Contract,0X0,321,"AI,ZK,Privacy"
2545,Arcblock,ABT,322,
22125,Mythos,MYTH,323,GameFi
1698,Horizen,ZEN,324,"ZK,PoW,Grayscale"
13967,Goldfinch,GFI,325,"Stablecoin,Lending"
12999,SSV Network,SSV,326,"ETH,Staking,DAO"
11396,JOE,JOE,327,DEX
2989,STASIS EURO,EURS,328,
24613,Open Campus,EDU,329,"Education,CZ"
2930,IQ,IQ,330,AI
8037,Vanar Chain,VANRY,331,"AI,GameFi,NFT,Metaverse"
2300,WAX,WAXP,332,"CrossChain,DePIN,GameFi,NFT"
30746,BounceBit,BB,333,"BTC,Staking"
28458,Autonolas,OLAS,334,AI
5728,Balancer,BAL,335,"DeFi,DEX"
1274,Waves,WAVES,336,
3217,Ontology Gas,ONG,337,Privacy
33372,CARV,CARV,338,"Modular,DA,GameFi,AI"
30963,Zentry,ZENT,339,GameFi
2132,Powerledger,POWR,340,"Energy,DePIN"
13769,World Mobile Token,WMTX,341,Payment
8267,OKT Chain,OKT,342,"CEX,OKX"
1637,iExec RLC,RLC,343,"DePIN,Computing,AI"
7129,TerraClassicUSD,USTC,344,"SBF,Terra,Dokwon"
7288,Venus,XVS,345,"Stablecoin,Lending,BSC"
1759,Status,SNT,346,Wallet
15584,Humans.ai,HEART,347,AI
26998,Scroll,SCR,348,BTC
12147,Synapse,SYN,349,CrossChain
31526,Moca Coin,MOCA,350,"CrossChain,Sports,NFT,Music"
8083,Tokenlon,LON,351,Payment
3835,Orbs,ORBS,352,DeFi
31525,Taiko,TAIKO,353,ZK
2982,MVL,MVL,354,"DePIN,TADA,Energy,Traffic"
5370,Hive,HIVE,355,DePIN
9436,Dogelon Mars,ELON,356,"Musk,Doge,Meme"
109,DigiByte,DGB,357,PoW
1567,Nano,XNO,358,"PoW,Payment"
26680,Neutron,NTRN,359,COSMOS
11865,Bone ShibaSwap,BONE,360,"Shiba,DEX"
29920,Slerf,SLERF,361,"SOL,Meme"
5444,Cartesi,CTSI,362,Modular
2405,IOST,IOST,363,IOST
25264,Snek,SNEK,364,"ADA,Meme"
3801,BORA,BORA,365,GameFi
31668,BILLION•DOLLAR•CAT,BDC,366,"Runes,BTC,Meme"
4660,Telos,TLOS,367,ZK
1586,ARK,ARK,368,Modular
1732,Numeraire,NMR,369,AI
10903,Coin98,C98,370,DeFi
7429,Liquity,LQTY,371,"Stablecoin,Lending,ETH"
9040,Pundi X,PUNDIX,373,Payment
7978,Solana Name Service,FIDA,374,"SOL,DID"
7533,Oraichain,ORAI,375,AI
19269,CoW Protocol,COW,376,"DeFi,DEX,Intents,GNO"
14878,Alephium,ALPH,377,Wallet
26220,Islamic Coin,ISLM,378,Muslim
25023,Milady Meme Coin,LADYS,379,"Meme,ETH"
28382,Myro,MYRO,380,"SOL,Meme,Dog"
32299,Cloud,CLOUD,381,"SOL,Staking"
4691,Zano,ZANO,382,Privacy
6958,Alchemy Pay,ACH,383,Payment
32826,Satoshi Airline,JET,384,"GameFi,Traffic"
7725,TrueFi,TRU,385,"DeFi,Lending,ETH,RWA"
2933,BitMart,BMX,386,"CEX,BitMart"
1816,Civic,CVC,387,"DID,Privacy"
25714,Crown by Third Time Games,CROWN,388,GameFi
28452,Rats,RATS,389,"BRC20,BTC"
3884,Function X,FX,390,DeFi
11289,Spell,SPELL,391,"DeFi,Stablecoin,Lending,ETH"
28076,Ozone Chain,OZO,392,ZK
27178,PAAL AI,PAAL,395,AI
9674,Wilder World,WILD,396,DID
14783,Magic,MAGIC,397,"GameFi,NFT,Metaverse"
28675,Coq Inu,COQ,398,"Meme,AVAX"
8972,Seedify.fund,SFUND,400,"GameFi,Metaverse,NFT"
27750,Toshi,TOSHI,401,"Base,Meme,Cat"
8766,My Neighbor Alice,ALICE,402,"GameFi,Metaverse,NFT"
3701,RSK Infrastructure Framework,RIF,403,"DeFi,PoW,Storage"
32257,UXLINK,UXLINK,404,SocialFi
5899,Casper Network,CSPR,405,CSPR
7127,Velo,VELO,406,"Payment,XLM"
9285,Moonriver,MOVR,407,MOVR
29447,NetMind Token,NMT,408,"AI,Computing"
30902,Landwolf (ETH),WOLF,409,"Meme,Pepe,ETH"
23756,ChainGPT,CGPT,410,AI
24203,SmarDex,SDEX,411,"DeFi,DEX,Stablecoin"
11232,Highstreet,HIGH,412,"GameFi,NFT,Metaverse"
4120,Prom,PROM,413,"Modular,ZK,NFT"
28299,TokenFi,TOKEN,414,RWA
24781,CYBER,CYBER,415,"SocialFi,NFT,DID"
32498,Sigma,SIGMA,416,"SOL,Meme"
32892,Bellscoin,BELLS,417,PoW
5908,dKargo,DKA,418,"DePIN,Traffic"
11976,Aleph Zero,AZERO,419,"L1,ZK,Privacy"
32037,ANyONe Protocol,ANYONE,420,"DePIN,Privacy"
1886,Dent,DENT,421,"DePIN,Mobile"
4807,Shentu,CTK,422,Alibaba
30347,BUBCat,BUB,423,"Meme,Base"
11374,Mines of Dalarnia,DAR,425,"GameFi,NFT,Metaverse"
8602,Bounce,AUCTION,428,"DeFi,Auction"
1230,Steem,STEEM,429,SociaFi
6138,DIA,DIA,430,Oracle
11620,IX Swap,IXS,431,"RWA,DeFi,DEX"
13969,Phoenix,PHB,432,AI
19055,Solidus Ai Tech,AITECH,433,AI
1762,Ergo,ERG,434,DeFi
-5001,Incentive,INC,435,DeFi
1.73E+12,Puff The Dragon,PUFF,436,"ETH,Meme,Dragon"
7497,Marlin,POND,438,"DePIN,Computing,AI"
30315,Omni Network,OMNI,439,CrossChain
29513,NodeAI,GPU,440,"AI,Computing"
4092,Dusk,DUSK,441,"ZK,Privacy,RWA"
4006,STP,STPT,442,"GameFi,AI"
28674,Fusionist,ACE,443,"SocialFi,GameFi"
11294,SuperRare,RARE,444,"ETH,NFT"
2303,Medibloc,MED,445,Health
29175,Wen,WEN,446,"SOL,Meme,Cat"
7224,DODO,DODO,447,DeFi
24600,Helium Mobile,MOBILE,448,"DePIN,Mobile"
32461,Neiro on ETH,NEIRO,449,"Meme,Dog,ETH"
6841,PHALA,PHA,450,"AI,DOT"
9444,Kyber Network Crystal,KNC,451,"DeFi,DEX,Aggregator"
5275,Paycoin,PCI,452,"Payment,Korea"
33439,Lumia,LUMIA,453,RWA
541,Syscoin,SYS,454,PoW
11346,Radio Caca,RACA,455,NFT
33614,Memes AI,MEMESAI,456,"SOL,AI,Meme"
25269,BOBO Coin,BOBO,457,"ETH,Meme,Bear"
17591,Nym,NYM,458,Privacy
4950,LCX,LCX,459,CEX
8677,Symbol,XYM,460,ZK
30915,Verum Coin,VERUM,461,"Payment,Wallet"
23951,Staika,STIK,462,GameFi
19843,ApeX,APEX,463,"DEX,Perpetual"
30528,NEURALAI,NEURAL,464,"AI,Computing,TAO,3D"
2765,XYO Network,XYO,465,DePIN
32966,Catizen,CatI,466,"TON,GameFi,SocialFi"
22764,Hooked Protocol,HOOK,467,Education
23037,Hifi Finance,HIFI,468,"DeFi,Lending,ETH,RWA"
20435,Velodrome Finance,VELO,470,DEX
30859,Hoppy,HOPPY,471,"Meme,ETH,Pepe"
2071,Request,REQ,472,Payment
11823,Pocket Network,POKT,473,Data
4206,WINkLink,WIN,474,"TRX,Oracle"
8420,DAO Maker,DAO,475,DAO
17917,RSS3,RSS3,476,"Data,SocialFi"
3814,Celer Network,CELR,477,Bridge
24502,Wojak,WOJAK,478,"Meme,ETH"
16876,Artificial Liquid Intelligence,ALI,479,"AI,Meme"
30825,Karrat,KARRAT,480,"GameFi,AI"
2588,Loom Network,LOOM,481,CrossChain
19075,ECOMI,OMI,482,NFT
30683,WUFFI,WUF,483,Meme
14803,Aurora,AURORA,484,NEAR
22074,ALEX Lab,ALEX,485,"BTC,STX,DeFi"
29779,Polyhedra Network,ZKJ,486,"ZK,AI"
12749,Nakamoto Games,NAKA,487,GameFi
18037,Maverick Protocol,MAV,488,DeFi
7064,BakerySwap,BAKE,489,"DEX,BNB,DeFi,NFT"
1974,Propy,PRO,490,"RWA,RealEstate"
693,Verge,XVG,491,"Privacy,PoW"
33543,Luna by Virtuals,LUNA,492,"Meme,AI,Base,VIRTUAL,Youtube,Tiktok"
14556,Boba Network,BOBA,493,Rollup
28778,NFPrompt,NFP,494,"AI,UGC,NFT"
9288,BENQI,QI,495,"AVAX,Staking"
27872,MAGA,TRUMP,496,"Trump,Politics"
14280,Euler,EUL,497,"Modular,Lending,ETH"
32615,Smoking Chicken Fish,SCF,498,"SOL,Meme"
1727,Bancor Network,BNT,499,DeFi
22265,Oasys,OAS,500,"L1,GameFi"
24477,ArbDoge AI,AIDOGE,501,"AI,Meme,Dog,Arb"
6756,Acala,ACA,502,"DeFi,DOT"
28688,AI Analysis Token,AIAT,503,"AI,Trade"
30912,MANEKI,MANEKI,505,"SOL,Meme,Cat"
21533,Lista DAO,LISTA,507,"BNB,Staking"
1788,Metal DAO,MTL,508,OP
21964,Tectum,TET,509,Payment
1772,Storj,STORJ,511,"Storage,DePIN"
21106,Radiant Capital,RDNT,512,Lending
18934,Stargate Finance,STG,513,DeFi
5380,Hunt,HUNT,514,UGC
30661,Parcl,PRCL,515,"SOL,RWA,RealEstate,NFT"
22461,Hashflow,HFT,516,DEX
9308,Vulcan Forged,PYR,517,"GameFi,NFT,Metaverse"
7817,Bifrost,BFC,518,"L1,Bridge"
5117,Origin Token,OGN,519,"DeFi,Staking"
7232,Stella,ALPHA,520,Lending
30391,Zeus Network,ZEUS,521,"SOL,CrossChain"
30369,HashAI,HASHAI,522,"AI,PoW"
30636,Zebec Network,ZBCN,523,"Payment,RWA"
6843,Radworks,RAD,524,DePIN
9175,Mobox,MBOX,525,"GameFi,Metaverse,NFT"
20605,TARS AI,TAI,526,"AI,Modular,SOL"
20873,LeverFi,LEVER,527,"DeFi,Lending"
11078,Iagon,IAG,528,"AI,Storage,Computing,DePIN"
2297,StormX,STMX,529,Payment
7878,MobileCoin,MOB,530,Payment
2840,QuarkChain,QKC,531,"QKC,PoW"
13663,Gains Network,GNS,532,"DeFi,Lending,Trade"
30843,Renzo,REZ,533,"Staking,ETH"
31750,Gems VIP,GEMS,534,Launchpad
7859,Badger,BADGER,535,"BTC,Lending"
21351,Sweat Economy,SWEAT,536,"Sports,GameFi"
5604,Secret,SCRT,537,Privacy
9263,Unizen,ZCX,538,"DEX,Aggregator,POL"
30449,Tensor,TNSR,539,"SOL,NFT"
1.73E+12,RSIC•GENESIS•RUNE,RSIC,540,"Runes,BTC,Meme"
18895,Marblex,MBX,541,"GameFi,Metaverse,NFT"
29296,NAVI Protocol,NAVX,542,"SUI,DeFi,Lending"
31510,Mother Iggy,MOTHER,543,"SOL,Meme"
6951,Reef,REEF,545,ONE
25354,A3S,AA,546,Abstraction
22359,XPLA,XPLA,547,"COSMOS,GameFi,Metaverse,NFT"
28846,Sleepless AI,AI,548,"AI,GameFi"
21781,Stride,STRD,549,"COSMOS,Staking"
29709,Entangle,NGL,550,"Oracle,CrossChain"
32526,Covalent X Token,CXT,551,"Modular,AI"
23195,Access Protocol,ACS,552,"NFT,UGC"
2780,NKN,NKN,554,"DePIN,PoW"
29557,AxonDAO Governance Token,AXGT,555,DeSci
24645,OmniFlix Network,FLIX,556,COSMOS
10631,Gods Unchained,GODS,557,"GameFi,Metaverse,NFT"
3600,Hippocrat,HPO,558,"Health,DeSci"
31830,Daddy Tate,DADDY,559,"SOL,Meme"
12041,Dimitra,DMTR,560,DePIN
32832,Tron Bull,BULL,561,"TRX,Meme"
5268,Energy Web,EWT,562,"Energy,DOT,GNO"
2638,Cortex,CTXC,563,"AI,PoW"
